255,0,0,255,2,16
255,0,0,255,3,16
255,0,0,255,4,16
255,0,0,255,5,7
255,0,0,255,5,16
255,0,0,255,5,17
255,0,0,255,6,6
255,0,0,255,6,7
255,0,0,255,6,8
255,0,0,255,6,17
255,0,0,255,7,6
255,0,0,255,7,8
255,0,0,255,7,17
255,0,0,255,8,5
255,0,0,255,8,9
255,0,0,255,8,16
255,0,0,255,9,5
255,0,0,255,9,9
255,0,0,255,9,10
255,0,0,255,9,15
255,0,0,255,9,16
255,0,0,255,10,5
255,0,0,255,10,10
255,0,0,255,10,11
255,0,0,255,10,14
255,0,0,255,10,15
255,0,0,255,11,5
255,0,0,255,11,9
255,0,0,255,11,10
255,0,0,255,11,11
255,0,0,255,11,12
255,0,0,255,11,13
255,0,0,255,11,14
255,0,0,255,12,5
255,0,0,255,12,8
255,0,0,255,12,9
255,0,0,255,13,5
255,0,0,255,13,6
255,0,0,255,13,7
255,0,0,255,13,8
