255,0,0,255,2,4
255,0,0,255,2,5
255,0,0,255,2,6
255,0,0,255,2,7
255,0,0,255,3,3
255,0,0,255,3,8
255,0,0,255,4,1
255,0,0,255,4,2
255,0,0,255,4,3
255,0,0,255,4,9
255,0,0,255,4,10
255,0,0,255,4,11
255,0,0,255,4,12
255,0,0,255,5,1
255,0,0,255,5,3
255,0,0,255,5,5
255,0,0,255,5,6
255,0,0,255,5,13
255,0,0,255,6,1
255,0,0,255,6,9
255,0,0,255,6,10
255,0,0,255,6,11
255,0,0,255,6,12
255,0,0,255,7,2
255,0,0,255,7,13
255,0,0,255,8,1
255,0,0,255,8,2
255,0,0,255,8,8
255,0,0,255,8,9
255,0,0,255,8,10
255,0,0,255,8,11
255,0,0,255,8,12
255,0,0,255,9,1
255,0,0,255,9,3
255,0,0,255,9,7
255,0,0,255,10,1
255,0,0,255,10,3
255,0,0,255,10,7
255,0,0,255,11,1
255,0,0,255,11,7
255,0,0,255,12,1
255,0,0,255,12,7
255,0,0,255,13,2
255,0,0,255,13,6
255,0,0,255,14,3
255,0,0,255,14,4
255,0,0,255,14,5
255,0,0,255,14,7
255,0,0,255,15,6
