255,0,0,255,5,43
255,0,0,255,6,38
255,0,0,255,6,39
255,0,0,255,6,40
255,0,0,255,6,43
255,0,0,255,6,44
255,0,0,255,7,37
255,0,0,255,7,38
255,0,0,255,7,39
255,0,0,255,7,40
255,0,0,255,7,41
255,0,0,255,7,44
255,0,0,255,7,45
255,0,0,255,8,36
255,0,0,255,8,37
255,0,0,255,8,38
255,0,0,255,8,39
255,0,0,255,8,40
255,0,0,255,8,41
255,0,0,255,8,42
255,0,0,255,8,44
255,0,0,255,8,45
255,0,0,255,9,36
255,0,0,255,9,38
255,0,0,255,9,39
255,0,0,255,9,40
255,0,0,255,9,41
255,0,0,255,9,42
255,0,0,255,9,43
255,0,0,255,9,45
255,0,0,255,10,36
255,0,0,255,10,37
255,0,0,255,10,38
255,0,0,255,10,39
255,0,0,255,10,40
255,0,0,255,10,42
255,0,0,255,10,43
255,0,0,255,10,44
255,0,0,255,10,45
255,0,0,255,10,46
255,0,0,255,11,35
255,0,0,255,11,36
255,0,0,255,11,37
255,0,0,255,11,38
255,0,0,255,11,39
255,0,0,255,11,40
255,0,0,255,11,42
255,0,0,255,11,43
255,0,0,255,11,44
255,0,0,255,11,45
255,0,0,255,11,46
255,0,0,255,12,34
255,0,0,255,12,35
255,0,0,255,12,36
255,0,0,255,12,37
255,0,0,255,12,39
255,0,0,255,12,41
255,0,0,255,12,42
255,0,0,255,12,43
255,0,0,255,12,44
255,0,0,255,12,45
255,0,0,255,12,46
255,0,0,255,12,47
255,0,0,255,13,36
255,0,0,255,13,37
255,0,0,255,13,39
255,0,0,255,13,41
255,0,0,255,13,42
255,0,0,255,13,43
255,0,0,255,13,44
255,0,0,255,13,45
255,0,0,255,13,46
255,0,0,255,13,47
255,0,0,255,14,34
255,0,0,255,14,36
255,0,0,255,14,39
255,0,0,255,14,40
255,0,0,255,14,42
255,0,0,255,14,43
255,0,0,255,14,44
255,0,0,255,14,45
255,0,0,255,14,46
255,0,0,255,14,47
255,0,0,255,15,34
255,0,0,255,15,36
255,0,0,255,15,37
255,0,0,255,15,38
255,0,0,255,15,39
255,0,0,255,15,40
255,0,0,255,15,42
255,0,0,255,15,44
255,0,0,255,15,46
255,0,0,255,15,47
255,0,0,255,16,36
255,0,0,255,16,37
255,0,0,255,16,38
255,0,0,255,16,39
255,0,0,255,16,40
255,0,0,255,16,41
255,0,0,255,16,43
255,0,0,255,16,44
255,0,0,255,17,36
255,0,0,255,17,37
255,0,0,255,17,38
255,0,0,255,17,39
255,0,0,255,17,40
255,0,0,255,17,41
255,0,0,255,17,44
255,0,0,255,17,45
255,0,0,255,17,46
255,0,0,255,17,60
255,0,0,255,17,61
255,0,0,255,17,62
